quad,quadcnv,DnstySt,Pcode,year,UNIQUE,ww_yield,dsnumeric,farm
117,150,l,02_grid_1,2016,02_grid_1_2016,8.556142857,1,02
148,151,l,02_grid_1,2016,02_grid_1_2016,9.737916667,1,02
179,152,l,02_grid_1,2016,02_grid_1_2016,5.158615385,1,02
210,153,l,02_grid_1,2016,02_grid_1_2016,5.693818182,1,02
241,154,0,02_grid_1,2016,02_grid_1_2016,9.535875,0,02
272,155,0,02_grid_1,2016,02_grid_1_2016,NA,0,02
23,168,0,02_grid_1,2016,02_grid_1_2016,2.4005,0,02
54,169,0,02_grid_1,2016,02_grid_1_2016,7.97675,0,02
85,170,l,02_grid_1,2016,02_grid_1_2016,10.77885714,1,02
116,171,l,02_grid_1,2016,02_grid_1_2016,8.242714286,1,02
209,174,l,02_grid_1,2016,02_grid_1_2016,5.879,1,02
240,175,0,02_grid_1,2016,02_grid_1_2016,9.817777778,0,02
271,176,l,02_grid_1,2016,02_grid_1_2016,NA,1,02
22,189,0,02_grid_1,2016,02_grid_1_2016,3.923333333,0,02
53,190,0,02_grid_1,2016,02_grid_1_2016,7.688333333,0,02
84,191,l,02_grid_1,2016,02_grid_1_2016,8.2685,1,02
115,192,l,02_grid_1,2016,02_grid_1_2016,9.899428571,1,02
208,195,l,02_grid_1,2016,02_grid_1_2016,6.788875,1,02
239,196,l,02_grid_1,2016,02_grid_1_2016,8.830909091,1,02
270,197,l,02_grid_1,2016,02_grid_1_2016,10.311,1,02
21,210,0,02_grid_1,2016,02_grid_1_2016,6.792666667,0,02
52,211,0,02_grid_1,2016,02_grid_1_2016,7.337222222,0,02
83,212,l,02_grid_1,2016,02_grid_1_2016,6.274142857,1,02
114,213,l,02_grid_1,2016,02_grid_1_2016,8.960571429,1,02
176,215,l,02_grid_1,2016,02_grid_1_2016,4.479444444,1,02
207,216,l,02_grid_1,2016,02_grid_1_2016,6.983285714,1,02
238,217,l,02_grid_1,2016,02_grid_1_2016,8.472,1,02
269,218,0,02_grid_1,2016,02_grid_1_2016,7.8595,0,02
20,231,0,02_grid_1,2016,02_grid_1_2016,7.17375,0,02
51,232,l,02_grid_1,2016,02_grid_1_2016,7.145714286,1,02
82,233,l,02_grid_1,2016,02_grid_1_2016,9.708666667,1,02
113,234,l,02_grid_1,2016,02_grid_1_2016,9.895833333,1,02
206,237,l,02_grid_1,2016,02_grid_1_2016,7.585833333,1,02
237,238,l,02_grid_1,2016,02_grid_1_2016,8.071166667,1,02
268,239,0,02_grid_1,2016,02_grid_1_2016,7.92775,0,02
19,252,0,02_grid_1,2016,02_grid_1_2016,5.102,0,02
50,253,0,02_grid_1,2016,02_grid_1_2016,6.890777778,0,02
81,254,l,02_grid_1,2016,02_grid_1_2016,8.335666667,1,02
112,255,l,02_grid_1,2016,02_grid_1_2016,9.3735,1,02
205,258,l,02_grid_1,2016,02_grid_1_2016,7.169857143,1,02
236,259,0,02_grid_1,2016,02_grid_1_2016,8.164714286,0,02
267,260,0,02_grid_1,2016,02_grid_1_2016,6.31275,0,02
18,273,0,02_grid_1,2016,02_grid_1_2016,7.4865,0,02
49,274,0,02_grid_1,2016,02_grid_1_2016,6.267375,0,02
80,275,l,02_grid_1,2016,02_grid_1_2016,7.234,1,02
111,276,l,02_grid_1,2016,02_grid_1_2016,6.924428571,1,02
142,277,l,02_grid_1,2016,02_grid_1_2016,3.05545,1,02
204,279,0,02_grid_1,2016,02_grid_1_2016,9.544,0,02
235,280,0,02_grid_1,2016,02_grid_1_2016,8.0255,0,02
266,281,0,02_grid_1,2016,02_grid_1_2016,4.373,0,02
17,294,0,02_grid_1,2016,02_grid_1_2016,7.5106,0,02
48,295,0,02_grid_1,2016,02_grid_1_2016,8.142,0,02
79,296,0,02_grid_1,2016,02_grid_1_2016,8.608333333,0,02
110,297,0,02_grid_1,2016,02_grid_1_2016,6.505333333,0,02
203,300,l,02_grid_1,2016,02_grid_1_2016,8.685888889,1,02
234,301,0,02_grid_1,2016,02_grid_1_2016,8.483555556,0,02
265,302,0,02_grid_1,2016,02_grid_1_2016,6.5455,0,02
16,315,l,02_grid_1,2016,02_grid_1_2016,6.757166667,1,02
47,316,0,02_grid_1,2016,02_grid_1_2016,7.4855,0,02
78,317,l,02_grid_1,2016,02_grid_1_2016,8.019,1,02
109,318,l,02_grid_1,2016,02_grid_1_2016,6.141,1,02
140,319,l,02_grid_1,2016,02_grid_1_2016,6.563416667,1,02
202,321,l,02_grid_1,2016,02_grid_1_2016,8.943125,1,02
233,322,0,02_grid_1,2016,02_grid_1_2016,7.509363636,0,02
264,323,0,02_grid_1,2016,02_grid_1_2016,6.518666667,0,02
15,336,l,02_grid_1,2016,02_grid_1_2016,3.6265,1,02
46,337,0,02_grid_1,2016,02_grid_1_2016,3.5464,0,02
77,338,l,02_grid_1,2016,02_grid_1_2016,7.620857143,1,02
108,339,l,02_grid_1,2016,02_grid_1_2016,1.137115385,1,02
139,340,l,02_grid_1,2016,02_grid_1_2016,2.492388889,1,02
170,341,l,02_grid_1,2016,02_grid_1_2016,6.203777778,1,02
201,342,l,02_grid_1,2016,02_grid_1_2016,7.6455,1,02
232,343,0,02_grid_1,2016,02_grid_1_2016,3.7476,0,02
263,344,0,02_grid_1,2016,02_grid_1_2016,3.339076923,0,02
14,357,l,02_grid_1,2016,02_grid_1_2016,0.791333333,1,02
45,358,l,02_grid_1,2016,02_grid_1_2016,0.711076923,1,02
76,359,0,02_grid_1,2016,02_grid_1_2016,2.680666667,0,02
123,24,h,02_grid_2,2014,02_grid_2_2014,2.68625,3,02
154,25,v,02_grid_2,2014,02_grid_2_2014,3.3874,4,02
185,26,v,02_grid_2,2014,02_grid_2_2014,4.534333333,4,02
216,27,v,02_grid_2,2014,02_grid_2_2014,3.375285714,4,02
247,28,v,02_grid_2,2014,02_grid_2_2014,2.889375,4,02
278,29,v,02_grid_2,2014,02_grid_2_2014,2.053,4,02
309,30,v,02_grid_2,2014,02_grid_2_2014,3.6945,4,02
340,31,v,02_grid_2,2014,02_grid_2_2014,3.084384615,4,02
371,32,h,02_grid_2,2014,02_grid_2_2014,2.592833333,3,02
122,45,v,02_grid_2,2014,02_grid_2_2014,2.554454545,4,02
153,46,v,02_grid_2,2014,02_grid_2_2014,4.172384615,4,02
184,47,v,02_grid_2,2014,02_grid_2_2014,7.1531,4,02
215,48,v,02_grid_2,2014,02_grid_2_2014,6.8275,4,02
246,49,v,02_grid_2,2014,02_grid_2_2014,3.366866667,4,02
277,50,v,02_grid_2,2014,02_grid_2_2014,4.827558824,4,02
308,51,v,02_grid_2,2014,02_grid_2_2014,4.026833333,4,02
339,52,v,02_grid_2,2014,02_grid_2_2014,5.7223,4,02
370,53,h,02_grid_2,2014,02_grid_2_2014,5.835333333,3,02
121,66,v,02_grid_2,2014,02_grid_2_2014,4.963666667,4,02
152,67,h,02_grid_2,2014,02_grid_2_2014,11.2746,3,02
183,68,v,02_grid_2,2014,02_grid_2_2014,8.918285714,4,02
214,69,v,02_grid_2,2014,02_grid_2_2014,8.00975,4,02
245,70,v,02_grid_2,2014,02_grid_2_2014,4.398285714,4,02
276,71,v,02_grid_2,2014,02_grid_2_2014,5.587363636,4,02
307,72,v,02_grid_2,2014,02_grid_2_2014,4.806833333,4,02
338,73,v,02_grid_2,2014,02_grid_2_2014,6.251,4,02
369,74,h,02_grid_2,2014,02_grid_2_2014,6.0185,3,02
120,87,v,02_grid_2,2014,02_grid_2_2014,5.959833333,4,02
151,88,v,02_grid_2,2014,02_grid_2_2014,12.91463636,4,02
182,89,v,02_grid_2,2014,02_grid_2_2014,8.3855,4,02
213,90,v,02_grid_2,2014,02_grid_2_2014,8.369714286,4,02
244,91,v,02_grid_2,2014,02_grid_2_2014,6.501833333,4,02
275,92,v,02_grid_2,2014,02_grid_2_2014,6.117,4,02
306,93,v,02_grid_2,2014,02_grid_2_2014,4.239,4,02
337,94,v,02_grid_2,2014,02_grid_2_2014,5.806444444,4,02
368,95,h,02_grid_2,2014,02_grid_2_2014,5.171666667,3,02
119,108,h,02_grid_2,2014,02_grid_2_2014,6.9595,3,02
150,109,h,02_grid_2,2014,02_grid_2_2014,11.992,3,02
181,110,v,02_grid_2,2014,02_grid_2_2014,7.298428571,4,02
212,111,v,02_grid_2,2014,02_grid_2_2014,7.921571429,4,02
243,112,v,02_grid_2,2014,02_grid_2_2014,6.462,4,02
274,113,v,02_grid_2,2014,02_grid_2_2014,5.5419,4,02
305,114,v,02_grid_2,2014,02_grid_2_2014,4.9832,4,02
336,115,v,02_grid_2,2014,02_grid_2_2014,5.6354,4,02
367,116,h,02_grid_2,2014,02_grid_2_2014,6.072666667,3,02
118,129,h,02_grid_2,2014,02_grid_2_2014,7.0632,3,02
149,130,h,02_grid_2,2014,02_grid_2_2014,13.82472727,3,02
180,131,v,02_grid_2,2014,02_grid_2_2014,7.544285714,4,02
211,132,v,02_grid_2,2014,02_grid_2_2014,10.19857143,4,02
242,133,v,02_grid_2,2014,02_grid_2_2014,6.6981,4,02
273,134,v,02_grid_2,2014,02_grid_2_2014,5.982125,4,02
304,135,v,02_grid_2,2014,02_grid_2_2014,8.0742,4,02
335,136,v,02_grid_2,2014,02_grid_2_2014,7.4185,4,02
366,137,h,02_grid_2,2014,02_grid_2_2014,7.126,3,02
117,150,h,02_grid_2,2014,02_grid_2_2014,5.464,3,02
148,151,m,02_grid_2,2014,02_grid_2_2014,13.28227273,2,02
179,152,h,02_grid_2,2014,02_grid_2_2014,9.482428571,3,02
210,153,v,02_grid_2,2014,02_grid_2_2014,9.856,4,02
241,154,v,02_grid_2,2014,02_grid_2_2014,7.644625,4,02
272,155,v,02_grid_2,2014,02_grid_2_2014,7.1945,4,02
303,156,v,02_grid_2,2014,02_grid_2_2014,9.8866,4,02
334,157,v,02_grid_2,2014,02_grid_2_2014,8.057875,4,02
365,158,h,02_grid_2,2014,02_grid_2_2014,7.4845,3,02
116,171,h,02_grid_2,2014,02_grid_2_2014,9.397857143,3,02
147,172,m,02_grid_2,2014,02_grid_2_2014,13.100375,2,02
178,173,m,02_grid_2,2014,02_grid_2_2014,10.10183333,2,02
209,174,h,02_grid_2,2014,02_grid_2_2014,10.25383333,3,02
240,175,h,02_grid_2,2014,02_grid_2_2014,7.6892,3,02
271,176,v,02_grid_2,2014,02_grid_2_2014,7.337222222,4,02
302,177,v,02_grid_2,2014,02_grid_2_2014,9.4998,4,02
333,178,v,02_grid_2,2014,02_grid_2_2014,9.370777778,4,02
364,179,m,02_grid_2,2014,02_grid_2_2014,8.36275,2,02
115,192,h,02_grid_2,2014,02_grid_2_2014,8.865666667,3,02
146,193,m,02_grid_2,2014,02_grid_2_2014,10.82085714,2,02
177,194,m,02_grid_2,2014,02_grid_2_2014,12.42588889,2,02
208,195,h,02_grid_2,2014,02_grid_2_2014,11.09671429,3,02
239,196,h,02_grid_2,2014,02_grid_2_2014,8.745125,3,02
270,197,v,02_grid_2,2014,02_grid_2_2014,7.731142857,4,02
301,198,v,02_grid_2,2014,02_grid_2_2014,9.5008,4,02
332,199,v,02_grid_2,2014,02_grid_2_2014,8.613857143,4,02
363,200,m,02_grid_2,2014,02_grid_2_2014,8.0112,2,02
114,213,m,02_grid_2,2014,02_grid_2_2014,9.114,2,02
145,214,m,02_grid_2,2014,02_grid_2_2014,12.375625,2,02
176,215,l,02_grid_2,2014,02_grid_2_2014,9.91,1,02
207,216,m,02_grid_2,2014,02_grid_2_2014,11.4195,2,02
238,217,h,02_grid_2,2014,02_grid_2_2014,9.125777778,3,02
269,218,v,02_grid_2,2014,02_grid_2_2014,7.479111111,4,02
300,219,v,02_grid_2,2014,02_grid_2_2014,9.6246,4,02
331,220,v,02_grid_2,2014,02_grid_2_2014,8.810142857,4,02
362,221,m,02_grid_2,2014,02_grid_2_2014,8.959666667,2,02
113,234,m,02_grid_2,2014,02_grid_2_2014,8.296,2,02
144,235,m,02_grid_2,2014,02_grid_2_2014,11.52475,2,02
175,236,m,02_grid_2,2014,02_grid_2_2014,10.5088,2,02
206,237,m,02_grid_2,2014,02_grid_2_2014,11.057,2,02
237,238,h,02_grid_2,2014,02_grid_2_2014,8.819833333,3,02
268,239,v,02_grid_2,2014,02_grid_2_2014,7.722777778,4,02
299,240,v,02_grid_2,2014,02_grid_2_2014,9.622,4,02
330,241,h,02_grid_2,2014,02_grid_2_2014,10.219625,3,02
361,242,l,02_grid_2,2014,02_grid_2_2014,9.969166667,1,02
112,255,h,02_grid_2,2014,02_grid_2_2014,8.285142857,3,02
143,256,l,02_grid_2,2014,02_grid_2_2014,9.5275,1,02
174,257,m,02_grid_2,2014,02_grid_2_2014,12.273375,2,02
205,258,m,02_grid_2,2014,02_grid_2_2014,11.03716667,2,02
236,259,h,02_grid_2,2014,02_grid_2_2014,8.775,3,02
267,260,v,02_grid_2,2014,02_grid_2_2014,7.6021,4,02
298,261,v,02_grid_2,2014,02_grid_2_2014,10.1612,4,02
329,262,h,02_grid_2,2014,02_grid_2_2014,10.81933333,3,02
360,263,l,02_grid_2,2014,02_grid_2_2014,11.75328571,1,02
111,276,h,02_grid_2,2014,02_grid_2_2014,8.014666667,3,02
142,277,l,02_grid_2,2014,02_grid_2_2014,10.2014,1,02
173,278,m,02_grid_2,2014,02_grid_2_2014,12.721375,2,02
204,279,m,02_grid_2,2014,02_grid_2_2014,11.33933333,2,02
235,280,m,02_grid_2,2014,02_grid_2_2014,9.244166667,2,02
266,281,v,02_grid_2,2014,02_grid_2_2014,7.936777778,4,02
297,282,v,02_grid_2,2014,02_grid_2_2014,11.5948,4,02
328,283,h,02_grid_2,2014,02_grid_2_2014,9.6986,3,02
359,284,l,02_grid_2,2014,02_grid_2_2014,10.42133333,1,02
110,297,m,02_grid_2,2014,02_grid_2_2014,8.056,2,02
141,298,l,02_grid_2,2014,02_grid_2_2014,10.79916667,1,02
172,299,h,02_grid_2,2014,02_grid_2_2014,12.86125,3,02
203,300,h,02_grid_2,2014,02_grid_2_2014,11.12985714,3,02
234,301,h,02_grid_2,2014,02_grid_2_2014,9.42175,3,02
265,302,v,02_grid_2,2014,02_grid_2_2014,8.447555556,4,02
296,303,v,02_grid_2,2014,02_grid_2_2014,10.94675,4,02
327,304,h,02_grid_2,2014,02_grid_2_2014,9.0425,3,02
358,305,l,02_grid_2,2014,02_grid_2_2014,10.10066667,1,02
109,318,m,02_grid_2,2014,02_grid_2_2014,9.213222222,2,02
140,319,m,02_grid_2,2014,02_grid_2_2014,11.0755,2,02
171,320,m,02_grid_2,2014,02_grid_2_2014,12.714625,2,02
202,321,h,02_grid_2,2014,02_grid_2_2014,12.29166667,3,02
233,322,m,02_grid_2,2014,02_grid_2_2014,10.05383333,2,02
264,323,v,02_grid_2,2014,02_grid_2_2014,9.392222222,4,02
295,324,v,02_grid_2,2014,02_grid_2_2014,10.7084,4,02
326,325,m,02_grid_2,2014,02_grid_2_2014,10.501,2,02
357,326,l,02_grid_2,2014,02_grid_2_2014,10.86128571,1,02
108,339,m,02_grid_2,2014,02_grid_2_2014,9.109571429,2,02
139,340,m,02_grid_2,2014,02_grid_2_2014,10.55733333,2,02
170,341,m,02_grid_2,2014,02_grid_2_2014,12.952125,2,02
201,342,h,02_grid_2,2014,02_grid_2_2014,11.61857143,3,02
232,343,h,02_grid_2,2014,02_grid_2_2014,9.928666667,3,02
263,344,v,02_grid_2,2014,02_grid_2_2014,8.882666667,4,02
294,345,v,02_grid_2,2014,02_grid_2_2014,10.7874,4,02
325,346,h,02_grid_2,2014,02_grid_2_2014,9.814,3,02
356,347,l,02_grid_2,2014,02_grid_2_2014,10.68828571,1,02
107,360,h,02_grid_2,2014,02_grid_2_2014,9.671666667,3,02
138,361,h,02_grid_2,2014,02_grid_2_2014,10.07516667,3,02
169,362,h,02_grid_2,2014,02_grid_2_2014,13.52233333,3,02
200,363,h,02_grid_2,2014,02_grid_2_2014,12.12283333,3,02
231,364,v,02_grid_2,2014,02_grid_2_2014,9.33,4,02
262,365,v,02_grid_2,2014,02_grid_2_2014,8.3781,4,02
293,366,v,02_grid_2,2014,02_grid_2_2014,9.51325,4,02
324,367,h,02_grid_2,2014,02_grid_2_2014,9.037166667,3,02
355,368,l,02_grid_2,2014,02_grid_2_2014,10.73233333,1,02
106,381,h,02_grid_2,2014,02_grid_2_2014,9.229,3,02
137,382,h,02_grid_2,2014,02_grid_2_2014,8.906166667,3,02
168,383,h,02_grid_2,2014,02_grid_2_2014,13.15544444,3,02
199,384,h,02_grid_2,2014,02_grid_2_2014,12.34566667,3,02
230,385,h,02_grid_2,2014,02_grid_2_2014,9.892714286,3,02
261,386,v,02_grid_2,2014,02_grid_2_2014,9.300555556,4,02
292,387,h,02_grid_2,2014,02_grid_2_2014,11.6644,3,02
323,388,h,02_grid_2,2014,02_grid_2_2014,11.5506,3,02
354,389,l,02_grid_2,2014,02_grid_2_2014,11.89366667,1,02
105,402,h,02_grid_2,2014,02_grid_2_2014,5.922,3,02
136,403,h,02_grid_2,2014,02_grid_2_2014,9.981833333,3,02
167,404,l,02_grid_2,2014,02_grid_2_2014,13.9286,1,02
198,405,m,02_grid_2,2014,02_grid_2_2014,12.12442857,2,02
229,406,m,02_grid_2,2014,02_grid_2_2014,11.38916667,2,02
260,407,h,02_grid_2,2014,02_grid_2_2014,10.631375,3,02
291,408,h,02_grid_2,2014,02_grid_2_2014,12.29433333,3,02
322,409,l,02_grid_2,2014,02_grid_2_2014,12.245,1,02
353,410,l,02_grid_2,2014,02_grid_2_2014,12.536,1,02
123,24,l,02_grid_2,2015,02_grid_2_2015,1.683,1,02
154,25,l,02_grid_2,2015,02_grid_2_2015,5.279666667,1,02
185,26,l,02_grid_2,2015,02_grid_2_2015,7.85975,1,02
216,27,l,02_grid_2,2015,02_grid_2_2015,8.028,1,02
247,28,l,02_grid_2,2015,02_grid_2_2015,6.674375,1,02
278,29,l,02_grid_2,2015,02_grid_2_2015,6.073333333,1,02
309,30,l,02_grid_2,2015,02_grid_2_2015,10.401,1,02
340,31,m,02_grid_2,2015,02_grid_2_2015,5.948933333,2,02
371,32,l,02_grid_2,2015,02_grid_2_2015,5.011285714,1,02
122,45,l,02_grid_2,2015,02_grid_2_2015,5.987363636,1,02
153,46,m,02_grid_2,2015,02_grid_2_2015,7.504941176,2,02
184,47,m,02_grid_2,2015,02_grid_2_2015,12.22272727,2,02
215,48,m,02_grid_2,2015,02_grid_2_2015,14.0014,2,02
246,49,l,02_grid_2,2015,02_grid_2_2015,11.23,1,02
277,50,l,02_grid_2,2015,02_grid_2_2015,8.8839375,1,02
308,51,l,02_grid_2,2015,02_grid_2_2015,11.28,1,02
339,52,l,02_grid_2,2015,02_grid_2_2015,11.8927,1,02
370,53,l,02_grid_2,2015,02_grid_2_2015,12.97533333,1,02
121,66,l,02_grid_2,2015,02_grid_2_2015,12.28875,1,02
152,67,l,02_grid_2,2015,02_grid_2_2015,12.80733333,1,02
183,68,l,02_grid_2,2015,02_grid_2_2015,15.7735,1,02
214,69,l,02_grid_2,2015,02_grid_2_2015,14.4844,1,02
245,70,l,02_grid_2,2015,02_grid_2_2015,14.657,1,02
276,71,l,02_grid_2,2015,02_grid_2_2015,13.98372727,1,02
307,72,m,02_grid_2,2015,02_grid_2_2015,14.829,2,02
338,73,l,02_grid_2,2015,02_grid_2_2015,10.415,1,02
369,74,l,02_grid_2,2015,02_grid_2_2015,12.59633333,1,02
120,87,l,02_grid_2,2015,02_grid_2_2015,12.48757143,1,02
151,88,l,02_grid_2,2015,02_grid_2_2015,14.17607692,1,02
182,89,l,02_grid_2,2015,02_grid_2_2015,16.32,1,02
213,90,l,02_grid_2,2015,02_grid_2_2015,15.18771429,1,02
244,91,l,02_grid_2,2015,02_grid_2_2015,14.586,1,02
275,92,l,02_grid_2,2015,02_grid_2_2015,13.8022,1,02
306,93,m,02_grid_2,2015,02_grid_2_2015,14.999125,2,02
337,94,m,02_grid_2,2015,02_grid_2_2015,13.58190909,2,02
368,95,l,02_grid_2,2015,02_grid_2_2015,11.6205,1,02
119,108,l,02_grid_2,2015,02_grid_2_2015,11.97657143,1,02
150,109,l,02_grid_2,2015,02_grid_2_2015,13.57941667,1,02
181,110,m,02_grid_2,2015,02_grid_2_2015,16.59725,2,02
212,111,l,02_grid_2,2015,02_grid_2_2015,14.855875,1,02
243,112,m,02_grid_2,2015,02_grid_2_2015,13.7295,2,02
274,113,l,02_grid_2,2015,02_grid_2_2015,13.4558,1,02
305,114,l,02_grid_2,2015,02_grid_2_2015,13.96333333,1,02
336,115,l,02_grid_2,2015,02_grid_2_2015,12.72722222,1,02
367,116,l,02_grid_2,2015,02_grid_2_2015,12.62966667,1,02
118,129,0,02_grid_2,2015,02_grid_2_2015,12.08071429,0,02
149,130,l,02_grid_2,2015,02_grid_2_2015,12.83641667,1,02
180,131,l,02_grid_2,2015,02_grid_2_2015,15.4812,1,02
211,132,l,02_grid_2,2015,02_grid_2_2015,15.079,1,02
242,133,m,02_grid_2,2015,02_grid_2_2015,14.102,2,02
273,134,l,02_grid_2,2015,02_grid_2_2015,12.79790909,1,02
304,135,l,02_grid_2,2015,02_grid_2_2015,13.898875,1,02
335,136,l,02_grid_2,2015,02_grid_2_2015,13.14533333,1,02
366,137,l,02_grid_2,2015,02_grid_2_2015,12.61925,1,02
117,150,0,02_grid_2,2015,02_grid_2_2015,13.14942857,0,02
148,151,l,02_grid_2,2015,02_grid_2_2015,12.50133333,1,02
179,152,l,02_grid_2,2015,02_grid_2_2015,13.65775,1,02
210,153,l,02_grid_2,2015,02_grid_2_2015,13.32766667,1,02
241,154,l,02_grid_2,2015,02_grid_2_2015,14.009625,1,02
272,155,l,02_grid_2,2015,02_grid_2_2015,12.81271429,1,02
303,156,l,02_grid_2,2015,02_grid_2_2015,13.37822222,1,02
334,157,l,02_grid_2,2015,02_grid_2_2015,13.1319,1,02
365,158,l,02_grid_2,2015,02_grid_2_2015,11.69333333,1,02
116,171,l,02_grid_2,2015,02_grid_2_2015,13.82971429,1,02
147,172,l,02_grid_2,2015,02_grid_2_2015,14.10116667,1,02
178,173,l,02_grid_2,2015,02_grid_2_2015,13.851,1,02
209,174,l,02_grid_2,2015,02_grid_2_2015,13.53033333,1,02
240,175,l,02_grid_2,2015,02_grid_2_2015,13.51016667,1,02
271,176,l,02_grid_2,2015,02_grid_2_2015,12.259625,1,02
302,177,l,02_grid_2,2015,02_grid_2_2015,13.793,1,02
333,178,l,02_grid_2,2015,02_grid_2_2015,12.63711111,1,02
364,179,l,02_grid_2,2015,02_grid_2_2015,13.09266667,1,02
115,192,l,02_grid_2,2015,02_grid_2_2015,13.00242857,1,02
146,193,l,02_grid_2,2015,02_grid_2_2015,12.24575,1,02
177,194,l,02_grid_2,2015,02_grid_2_2015,12.07291667,1,02
208,195,l,02_grid_2,2015,02_grid_2_2015,13.99725,1,02
239,196,l,02_grid_2,2015,02_grid_2_2015,13.783375,1,02
270,197,l,02_grid_2,2015,02_grid_2_2015,13.37683333,1,02
301,198,l,02_grid_2,2015,02_grid_2_2015,14.28344444,1,02
332,199,l,02_grid_2,2015,02_grid_2_2015,12.10081818,1,02
363,200,l,02_grid_2,2015,02_grid_2_2015,12.231,1,02
114,213,l,02_grid_2,2015,02_grid_2_2015,12.38433333,1,02
145,214,l,02_grid_2,2015,02_grid_2_2015,10.08626667,1,02
176,215,l,02_grid_2,2015,02_grid_2_2015,10.41866667,1,02
207,216,l,02_grid_2,2015,02_grid_2_2015,14.307,1,02
238,217,l,02_grid_2,2015,02_grid_2_2015,13.73466667,1,02
269,218,l,02_grid_2,2015,02_grid_2_2015,13.36314286,1,02
300,219,l,02_grid_2,2015,02_grid_2_2015,13.65963636,1,02
331,220,l,02_grid_2,2015,02_grid_2_2015,11.63688889,1,02
362,221,l,02_grid_2,2015,02_grid_2_2015,11.72,1,02
113,234,0,02_grid_2,2015,02_grid_2_2015,12.5375,0,02
144,235,l,02_grid_2,2015,02_grid_2_2015,8.169285714,1,02
175,236,l,02_grid_2,2015,02_grid_2_2015,11.92225,1,02
206,237,l,02_grid_2,2015,02_grid_2_2015,14.61525,1,02
237,238,l,02_grid_2,2015,02_grid_2_2015,13.49971429,1,02
268,239,l,02_grid_2,2015,02_grid_2_2015,12.48575,1,02
299,240,l,02_grid_2,2015,02_grid_2_2015,12.6772,1,02
330,241,l,02_grid_2,2015,02_grid_2_2015,11.76522222,1,02
361,242,l,02_grid_2,2015,02_grid_2_2015,12.71025,1,02
112,255,l,02_grid_2,2015,02_grid_2_2015,12.083125,1,02
143,256,l,02_grid_2,2015,02_grid_2_2015,9.25525,1,02
174,257,l,02_grid_2,2015,02_grid_2_2015,13.7419,1,02
205,258,l,02_grid_2,2015,02_grid_2_2015,14.4684,1,02
236,259,l,02_grid_2,2015,02_grid_2_2015,13.71128571,1,02
267,260,l,02_grid_2,2015,02_grid_2_2015,12.36233333,1,02
298,261,m,02_grid_2,2015,02_grid_2_2015,12.7221,2,02
329,262,l,02_grid_2,2015,02_grid_2_2015,13.03309091,1,02
360,263,l,02_grid_2,2015,02_grid_2_2015,9.307,1,02
111,276,l,02_grid_2,2015,02_grid_2_2015,11.584,1,02
142,277,l,02_grid_2,2015,02_grid_2_2015,10.38133333,1,02
173,278,l,02_grid_2,2015,02_grid_2_2015,14.79528571,1,02
204,279,l,02_grid_2,2015,02_grid_2_2015,14.716,1,02
235,280,l,02_grid_2,2015,02_grid_2_2015,13.60142857,1,02
266,281,l,02_grid_2,2015,02_grid_2_2015,13.18514286,1,02
297,282,m,02_grid_2,2015,02_grid_2_2015,13.72733333,2,02
328,283,l,02_grid_2,2015,02_grid_2_2015,10.94433333,1,02
359,284,l,02_grid_2,2015,02_grid_2_2015,4.712857143,1,02
110,297,l,02_grid_2,2015,02_grid_2_2015,12.05166667,1,02
141,298,l,02_grid_2,2015,02_grid_2_2015,12.40216667,1,02
172,299,l,02_grid_2,2015,02_grid_2_2015,11.90927273,1,02
203,300,l,02_grid_2,2015,02_grid_2_2015,14.67257143,1,02
234,301,l,02_grid_2,2015,02_grid_2_2015,14.11871429,1,02
265,302,l,02_grid_2,2015,02_grid_2_2015,13.77,1,02
296,303,l,02_grid_2,2015,02_grid_2_2015,14.26118182,1,02
327,304,l,02_grid_2,2015,02_grid_2_2015,11.28014286,1,02
358,305,l,02_grid_2,2015,02_grid_2_2015,12.02357143,1,02
109,318,l,02_grid_2,2015,02_grid_2_2015,11.8304,1,02
140,319,l,02_grid_2,2015,02_grid_2_2015,6.3445,1,02
171,320,l,02_grid_2,2015,02_grid_2_2015,9.409625,1,02
202,321,l,02_grid_2,2015,02_grid_2_2015,12.7535,1,02
233,322,l,02_grid_2,2015,02_grid_2_2015,13.29457143,1,02
264,323,l,02_grid_2,2015,02_grid_2_2015,13.47414286,1,02
295,324,l,02_grid_2,2015,02_grid_2_2015,13.55858333,1,02
326,325,l,02_grid_2,2015,02_grid_2_2015,12.02875,1,02
357,326,0,02_grid_2,2015,02_grid_2_2015,12.5914,0,02
108,339,0,02_grid_2,2015,02_grid_2_2015,9.242166667,0,02
139,340,0,02_grid_2,2015,02_grid_2_2015,7.628090909,0,02
170,341,l,02_grid_2,2015,02_grid_2_2015,8.3825,1,02
201,342,0,02_grid_2,2015,02_grid_2_2015,7.145571429,0,02
232,343,l,02_grid_2,2015,02_grid_2_2015,10.60036364,1,02
263,344,l,02_grid_2,2015,02_grid_2_2015,13.18666667,1,02
294,345,l,02_grid_2,2015,02_grid_2_2015,7.616176471,1,02
325,346,l,02_grid_2,2015,02_grid_2_2015,12.32275,1,02
356,347,0,02_grid_2,2015,02_grid_2_2015,12.12,0,02
107,360,l,02_grid_2,2015,02_grid_2_2015,7.819090909,1,02
138,361,l,02_grid_2,2015,02_grid_2_2015,8.3845,1,02
